Link,Page Rank Score
https://icerm.brown.edu/,0.30151134457776363
https://icerm.brown.edu/programs/,0.30151134457776363
https://icerm.brown.edu/proposals/,0.30151134457776363
https://icerm.brown.edu/summerug/,0.30151134457776363
https://icerm.brown.edu/collaborate/,0.30151134457776363
https://icerm.brown.edu/girlsgetmath/,0.30151134457776363
https://icerm.brown.edu/reuf/,0.30151134457776363
https://icerm.brown.edu/visit/,0.30151134457776363
https://icerm.brown.edu/visit/facilities/,0.30151134457776363
https://icerm.brown.edu/visit/travel/,0.30151134457776363
https://icerm.brown.edu/visit/finance/,0.30151134457776363
dominant eigenvector: [0.30151134 0.30151134 0.30151134 0.30151134 0.30151134 0.30151134
 0.30151134 0.30151134 0.30151134 0.30151134 0.30151134]
dominant eigenvalue: 1.0000000000000002
