QR_unshifted,91.6,27.6,101.0,68.4,96.2,65.0,83.6,93.0,77.6,149.0
QR_shifted,19.0,42.6,65.8,71.0,63.2,52.2,53.6,50.4,103.0,148.6
QR_wilkinson_shift,17.6,42.6,64.8,73.0,62.4,52.6,73.8,48.6,104.0,139.4
QR_unshifted,91.6,27.6,101.0,68.4,96.2,65.0,83.6,93.0,77.6,149.0
QR_shifted,18.0,44.4,63.0,46.6,67.4,49.6,65.0,54.0,94.0,86.4
QR_wilkinson_shift,20.6,44.2,63.0,46.8,67.8,49.6,65.2,54.0,95.0,87.0
