QR_unshifted,33.1,48.7,80.7,87.65,88.35
QR_shifted,17.85,29.9,46.8,51.75,88.6
QR_wilkinson_shift,18.4,32.05,45.5,54.4,88.6
QR_unshifted,33.1,48.7,80.7,87.65,88.35
QR_shifted,13.5,37.9,41.1,57.1,53.85
QR_wilkinson_shift,12.3,37.5,41.4,56.95,53.35
