QR_unshifted,2.0,10.0,10.0,12.0,9.0,6.0,8.0,21.0,23.0,7.0,19.0,11.0,9.0,13.0,19.0,32.0,18.0,12.0,24.0,13.0
QR_shifted,3.0,8.0,6.0,7.0,5.0,10.0,27.0,5.0,2.0,6.0,4.0,9.0,15.0,11.0,30.0,21.0,14.0,39.0,60.0,15.0
QR_wilkinson_shift,2.0,13.0,6.0,7.0,4.0,9.0,8.0,5.0,17.0,6.0,4.0,8.0,38.0,11.0,13.0,21.0,10.0,39.0,49.0,12.0
QR_unshifted,2.0,10.0,10.0,12.0,9.0,6.0,8.0,21.0,23.0,7.0,19.0,11.0,9.0,13.0,19.0,32.0,18.0,12.0,24.0,13.0
QR_shifted,3.0,5.0,6.0,7.0,6.0,4.0,5.0,4.0,6.0,6.0,9.0,7.0,11.0,12.0,18.0,21.0,8.0,9.0,16.0,9.0
QR_wilkinson_shift,2.0,4.0,6.0,7.0,6.0,4.0,5.0,4.0,6.0,6.0,9.0,7.0,10.0,11.0,18.0,21.0,8.0,9.0,16.0,9.0
