QR_unshifted,13.0,2.0,6.0,21.0,5.0,13.0,12.0,7.0,11.0,24.0,8.0,10.0,16.0,30.0,35.0,16.0,14.0,12.0,17.0,13.0
QR_shifted,2.0,1.0,11.0,17.0,4.0,13.0,9.0,15.0,8.0,13.0,12.0,7.0,12.0,11.0,12.0,11.0,103.0,36.0,12.0,19.0
QR_wilkinson_shift,2.0,9.0,11.0,18.0,4.0,15.0,9.0,15.0,9.0,12.0,11.0,7.0,11.0,13.0,12.0,11.0,99.0,3.0,12.0,10.0
QR_unshifted,13.0,2.0,6.0,21.0,5.0,13.0,12.0,7.0,11.0,24.0,8.0,10.0,16.0,30.0,35.0,16.0,14.0,12.0,17.0,13.0
QR_shifted,2.0,9.0,5.0,14.0,9.0,14.0,8.0,13.0,10.0,12.0,1.0,9.0,5.0,14.0,11.0,21.0,11.0,71.0,97.0,12.0
QR_wilkinson_shift,2.0,9.0,5.0,20.0,9.0,14.0,10.0,13.0,9.0,11.0,34.0,9.0,5.0,14.0,10.0,21.0,11.0,71.0,96.0,12.0
