QR_unshifted,35.55,43.45,51.7,80.85,82.7,100.3,82.0,85.1,120.85,136.0
QR_shifted,23.5,58.2,46.8,53.6,110.4,80.65,154.05,82.6,106.8,88.1
QR_wilkinson_shift,26.45,33.45,44.75,61.0,70.35,77.2,133.1,85.4,83.85,81.25
QR_unshifted,35.55,43.45,51.7,80.85,82.7,100.3,82.0,85.1,120.85,136.0
QR_shifted,23.45,30.85,39.8,81.25,61.85,69.65,90.0,75.55,78.2,114.75
QR_wilkinson_shift,23.7,31.7,41.0,81.65,61.6,98.2,87.6,75.85,78.55,116.2
